model	score
target	0.98866
target	0.20990
target	0.00527
target	0.40358
target	0.43127
target	0.36171
target	0.64665
target	0.45055
target	0.95841
target	0.27257
target	0.39495
target	0.79065
target	0.50368
target	0.99806
target	0.96157
target	0.30840
target	0.00453
target	0.78185
target	0.79383
target	0.44753
target	0.32538
target	0.33855
target	0.66156
target	0.39704
target	0.28874
target	0.98252
target	0.33117
target	0.24528
target	0.54890
target	0.33156
target	0.30705
target	0.51560
target	0.67237
target	0.90255
target	0.53930
target	0.56413
target	0.98829
target	0.98621
target	0.65212
target	0.37468
target	0.89872
target	0.35783
target	0.66154
target	0.27788
target	0.44439
target	0.95087
target	0.86613
target	0.58081
target	0.69130
target	0.58186
target	0.96373
target	0.95058
target	0.30995
target	0.94967
target	0.97157
target	0.47323
target	0.85128
target	0.30743
target	0.91704
target	0.89427
target	0.66286
target	0.99806
target	0.97263
target	0.87443
target	0.57176
target	0.73819
target	0.21935
target	0.47721
target	0.30276
target	0.32822
target	0.53254
target	0.92344
target	0.57792
target	0.31190
target	0.36016
target	0.76907
target	0.57906
target	0.14678
target	0.34030
target	0.85727
target	0.59001
target	0.54135
target	0.96036
target	0.90130
target	0.35280
target	0.39789
target	0.41232
target	0.92885
target	0.68069
target	0.34658
target	0.63150
target	0.19583
target	0.81521
target	0.41149
target	0.43983
target	0.28813
target	0.26438
target	0.34806
target	0.49270
target	0.32159
target	0.94883
target	0.95864
target	0.25902
target	0.04361
target	0.66330
target	0.86657
target	0.06771
target	0.27303
target	0.49213
target	0.99516
target	0.34255
target	0.47934
target	0.95089
target	0.32848
target	0.24860
target	0.24908
target	0.64768
target	0.23402
target	0.47332
target	0.01951
target	0.52870
target	0.77878
target	0.89404
target	0.33140
target	0.39953
target	0.25864
target	0.60452
target	0.25241
target	0.84544
target	0.88631
target	0.47612
target	0.93722
target	0.90330
target	0.70748
target	0.59836
target	0.53891
target	0.97230
target	0.03415
target	0.05049
target	0.93140
target	0.95674
target	0.47814
target	0.36601
target	0.27375
target	0.39663
target	0.52689
target	0.74633
target	0.38097
target	0.38561
target	0.69915
target	0.56190
target	0.52245
target	0.47285
target	0.18457
target	0.17971
target	0.14355
target	0.57664
target	0.34990
target	0.43036
target	0.86618
target	0.68478
target	0.91939
target	0.43755
target	0.25187
target	0.98085
target	0.72431
target	0.27620
target	0.75710
target	0.56689
target	0.39613
target	0.43679
target	0.35705
target	0.97967
target	0.75276
target	0.71417
target	0.99175
target	0.43557
target	0.03605
target	0.37048
target	0.28653
target	0.31735
target	0.47389
target	0.44728
target	0.36475
target	0.68757
target	0.40909
target	0.06098
target	0.95339
target	0.88257
target	0.00762
target	0.29713
target	0.72656
target	0.99431
target	0.96842
target	0.94100
target	0.99865
target	0.59931
target	0.80024
target	0.69392
target	0.43865
target	0.66594
target	0.92227
target	0.22256
target	0.93818
target	0.42922
target	0.44970
target	0.81514
target	0.45775
target	0.00301
target	0.16467
target	0.24578
target	0.96674
target	0.57682
target	0.46430
target	0.01658
target	0.41382
target	0.58800
target	0.31505
target	0.89792
target	0.96918
target	0.10061
target	0.76762
target	0.68294
target	0.99999
target	0.27012
target	0.73558
target	0.58497
target	0.84448
target	0.53160
target	0.22375
target	0.47284
target	0.44751
target	0.28671
target	0.20358
target	0.99290
target	0.95668
target	0.92873
target	0.93862
target	0.97505
target	0.98328
target	0.58042
target	0.39548
target	0.79385
target	0.48344
target	0.37224
target	0.90281
target	0.96027
target	0.96526
target	0.99428
target	0.29036
target	0.19280
target	0.98037
target	0.23317
target	0.96623
target	0.88720
target	0.15433
target	0.83554
target	0.18499
target	0.62625
target	0.11585
target	0.92030
target	0.30685
target	0.95087
target	0.33937
target	0.81812
target	0.72431
target	0.77970
target	0.99995
target	0.97930
target	0.32514
target	0.31271
target	0.98369
target	0.89976
target	0.52965
target	0.89486
target	0.55048
target	0.93593
target	0.36217
target	0.32302
target	0.27403
target	0.76336
target	0.24916
target	0.81655
target	0.43504
target	0.80066
target	0.21318
target	0.19222
target	0.11353
target	0.25811
target	0.24726
target	0.19307
target	0.19673
target	0.57282
target	0.51574
target	0.35381
target	0.39755
target	0.74164
target	0.60150
target	0.81539
target	0.27672
target	0.22434
target	0.95740
target	0.56390
target	0.43119
target	0.93156
target	0.75923
target	0.65289
target	0.85810
target	0.19813
target	0.44177
target	0.32415
target	0.65248
target	0.63868
target	0.09521
target	0.94653
target	0.22146
target	0.49458
target	0.05182
target	0.94861
target	0.94947
target	0.04827
target	0.10309
target	0.99357
target	0.73672
target	0.83120
target	0.38301
target	0.29935
target	0.27608
target	0.95098
target	0.57849
target	0.00656
target	0.02487
target	0.64807
target	0.81992
target	0.88855
target	0.46811
target	0.83461
target	0.31183
target	0.47627
target	0.24831
target	0.51030
target	0.10464
target	0.34599
target	0.91752
target	0.91160
target	0.53165
target	0.07278
target	0.98779
target	0.93729
target	0.97746
target	0.89938
target	0.33272
target	0.47384
target	0.04658
target	0.55708
target	0.48013
target	0.21943
target	0.21456
target	0.56688
target	0.31495
target	0.00544
target	0.40213
target	0.27430
target	0.44363
target	0.49497
target	0.46444
target	0.16887
target	0.86609
target	0.90749
target	0.51642
target	0.31929
target	0.33928
target	0.49921
target	0.99286
target	0.95335
target	0.60656
target	0.45805
target	0.62911
target	0.22631
target	0.06165
target	0.14502
target	0.34018
target	0.40285
target	0.97806
target	0.49615
target	0.00170
target	0.76209
target	0.37075
target	0.44332
target	0.19141
target	0.92578
target	0.00478
target	0.13432
target	0.20884
target	0.42192
target	0.62080
target	0.31742
target	0.50065
target	0.93988
target	0.79912
target	0.38831
target	0.22683
target	0.85137
target	0.45696
target	0.35965
target	0.25890
target	0.96929
target	0.33031
target	0.14520
target	0.06791
target	0.30647
target	0.68718
target	0.39710
target	0.78880
target	0.68074
target	0.21144
target	0.37828
target	0.67842
target	0.58813
target	0.66024
target	0.62591
target	0.25062
target	0.19381
target	0.96868
target	0.88209
target	0.08161
target	0.96653
target	0.54697
target	0.75913
target	0.32892
target	0.69471
target	0.71954
target	0.26858
target	0.40863
target	0.23100
target	0.04469
target	0.00776
target	0.96492
target	0.30060
target	0.70756
target	0.29263
target	0.49918
target	0.70842
target	0.91947
target	0.22292
target	0.01968
target	0.34943
target	0.18275
target	0.95279
target	0.12677
target	0.67685
target	0.44276
target	0.33913
target	0.92999
target	0.92223
target	0.89047
target	0.76912
target	0.95937
target	0.65777
target	0.66456
target	0.22222
target	0.68251
target	0.63634
target	0.27305
target	0.22987
target	0.57948
target	0.58306
target	0.50541
target	0.55162
target	0.04257
target	0.41527
target	0.66226
target	0.47138
target	0.81436
target	0.64075
target	0.80082
target	0.45251
target	0.68368
target	0.36101
target	0.65777
target	0.96374
target	0.90135
target	0.96808
target	0.35647
target	0.95242
target	0.45613
target	0.58602
target	0.33259
target	0.38423
target	0.97616
target	0.47862
target	0.22743
target	0.95815
target	0.71493
target	0.17898
target	0.28498
target	0.90165
target	0.90398
target	0.97149
target	0.15597
target	0.28524
target	0.65968
target	0.60622
target	0.48463
target	0.70641
target	0.91408
target	0.12890
target	0.95086
target	0.51098
target	0.35134
target	0.93129
target	0.60839
target	0.50056
target	0.95146
target	0.51649
target	0.95061
target	0.40492
target	0.20999
target	0.19445
target	0.40352
target	0.57287
target	0.58627
target	0.51187
target	0.17819
target	0.35086
target	0.23115
target	0.32095
target	0.40635
target	0.86207
target	0.63380
target	0.96749
target	0.46582
target	0.87341
target	0.33328
target	0.48801
target	0.84020
target	0.18949
target	0.39734
target	0.88224
target	0.23670
target	0.85493
target	0.87824
target	0.03122
target	0.88187
target	0.28449
target	0.38506
target	0.47901
target	0.68342
target	0.47530
target	0.95534
target	0.26061
target	0.89060
target	0.33143
target	0.31037
target	0.72980
target	0.62484
target	0.52238
target	0.59081
target	0.55271
target	0.78381
target	0.97911
target	0.42383
target	0.03356
target	0.57470
target	0.59879
target	0.59735
target	0.40933
target	0.44257
target	0.22230
target	0.91126
target	0.25817
target	0.51803
target	0.64340
target	0.93148
target	0.12015
target	0.97571
target	0.26679
target	0.98258
target	0.66290
target	0.00034
target	0.66490
target	0.61480
target	0.26445
target	0.56755
target	0.37003
target	0.58306
target	0.99892
target	0.94710
target	0.54915
target	0.44190
target	0.27154
target	0.85037
target	0.85398
target	0.58321
target	0.47817
target	0.64173
target	0.70756
target	0.48814
target	0.26195
target	0.66088
target	0.28015
target	0.56300
target	0.06677
target	0.23290
target	0.98558
target	0.78429
target	0.19252
target	0.50130
target	0.00284
target	0.79199
target	0.55900
target	0.97194
target	0.46404
target	0.15178
target	0.36367
target	0.00195
target	0.29697
target	0.34816
target	0.77473
target	0.69937
target	0.47784
target	0.28764
target	0.18186
target	0.21821
target	0.18351
target	0.49082
target	0.93864
target	0.32896
target	0.25862
target	0.30253
target	0.21615
target	0.93605
target	0.25847
target	0.31286
target	0.89671
target	0.31273
target	0.88711
target	0.21359
target	0.58311
target	0.04186
target	0.70013
target	0.42089
target	0.58633
target	0.15147
target	0.65366
target	0.41132
target	0.15082
target	0.35460
target	0.39419
target	0.96124
target	0.45815
target	0.43923
target	0.07273
target	0.70152
target	0.65115
target	0.63917
target	0.51100
target	0.52296
target	0.54002
target	0.61059
target	0.65777
target	0.52212
target	0.31061
target	0.67922
target	0.86720
target	0.70615
target	0.61697
target	0.31240
target	0.19554
target	0.18098
target	0.56816
target	0.86803
target	0.80543
target	0.66156
target	0.75675
target	0.30201
target	0.35754
target	0.15178
target	0.28009
target	0.97019
target	0.50621
target	0.13627
target	0.47452
target	0.53591
target	0.64768
target	0.93709
target	0.89993
target	0.99261
target	0.42222
target	0.92474
target	0.21770
target	0.56190
target	0.91139
target	0.56847
target	0.29912
target	0.68678
target	0.45678
target	0.71846
target	0.29683
target	0.17171
target	0.16569
target	0.84331
target	0.91275
target	0.43099
target	0.43559
target	0.28199
target	0.28883
target	0.34985
target	0.34196
target	0.84424
target	0.58197
target	0.30169
target	0.83604
target	0.99800
target	0.42856
target	0.91384
target	0.38853
target	0.30145
target	0.33409
target	0.60734
target	0.80643
target	0.24101
target	0.75473
target	0.88577
target	0.42451
target	0.00205
target	0.96045
target	0.09461
target	0.71069
target	0.06062
target	0.92030
target	0.72235
target	0.96417
target	0.15342
target	0.42942
target	0.34217
target	0.85132
target	0.29647
target	0.64340
target	0.01023
target	0.53826
target	0.15680
target	0.69529
target	0.88450
target	0.24154
target	0.87270
target	0.47274
target	0.27499
target	0.37908
target	0.93211
target	0.29383
target	0.82483
target	0.46303
target	0.29430
target	0.77799
target	0.54085
target	0.85597
target	0.22311
target	0.39816
target	0.65144
target	0.92972
target	0.54394
target	0.56162
target	0.10904
target	0.89715
target	0.37343
target	0.90200
target	0.56015
target	0.98880
target	0.83680
target	0.49616
target	0.22177
target	0.27204
target	0.29811
target	0.31909
target	0.15113
target	0.56334
target	0.94562
target	0.30715
target	0.69695
target	0.20534
target	0.95073
target	0.68630
target	0.41347
target	0.24810
target	0.06355
target	0.59512
target	0.90745
target	0.58828
target	0.66290
target	0.21617
target	0.95654
target	0.47525
target	0.13630
target	0.56379
target	0.65152
target	0.86890
target	0.91126
target	0.74442
target	0.92893
target	0.18065
target	0.81541
target	0.48133
target	0.12695
target	0.28684
target	0.94526
target	0.36236
target	0.00213
target	0.77281
target	0.17101
target	0.19138
target	0.17386
target	0.11549
target	0.57139
target	0.00338
target	0.48132
target	0.24459
target	0.97675
target	0.47006
target	0.36157
target	0.21834
target	0.75799
target	0.73641
target	0.60765
target	0.47595
target	0.31205
target	0.34240
target	0.02548
target	0.47034
target	0.36512
target	0.39496
target	0.04520
target	0.08794
target	0.89993
target	0.16460
target	0.17436
target	0.68305
target	0.89389
target	0.75229
target	0.29939
target	0.38310
target	0.52241
target	0.47491
target	0.00701
target	0.22916
target	0.41176
target	0.18187
target	0.36795
target	0.21707
target	0.53611
target	0.72044
target	0.70360
target	0.82728
target	0.47100
target	0.17038
target	0.90970
target	0.00183
target	0.84913
target	0.07536
target	0.44732
target	0.97899
target	0.58742
target	0.91875
target	0.71089
target	0.19703
target	0.27185
target	0.64084
target	0.23588
target	0.01406
target	0.73400
target	0.13676
target	0.59065
target	0.28322
target	0.59870
target	0.56300
target	0.35771
target	0.13841
target	0.55781
target	0.87904
target	0.56460
target	0.88238
target	0.57186
target	0.29421
target	0.89993
target	0.97561
target	0.97111
target	0.43335
target	0.47780
target	0.18411
target	0.86890
target	0.97808
target	0.04690
target	0.70422
target	0.16345
target	0.85770
target	0.49136
target	0.55532
target	0.09867
target	0.56695
target	0.18520
target	0.00530
target	0.48511
target	0.77325
target	0.96488
target	0.16846
target	0.55651
target	0.09198
target	0.18531
target	0.35481
target	0.37685
target	0.18179
target	0.78654
target	0.00181
target	0.40504
target	0.25020
target	0.40430
target	0.73028
target	0.21092
target	0.44815
target	0.35376
target	0.85745
target	0.91616
target	0.33237
target	0.92030
target	0.23924
target	0.25945
target	0.46659
target	0.80970
target	0.97719
target	0.28842
target	0.24935
target	0.34982
target	0.57685
target	0.25953
target	0.26681
target	0.93382
target	0.92889
target	0.81946
target	0.00842
target	0.51168
target	0.91072
target	0.57487
target	0.93211
target	0.11770
target	0.20652
target	0.76490
target	0.63385
target	0.51823
target	0.59482
target	0.42469
target	0.63066
target	0.47007
target	0.97610
target	0.01877
target	0.39766
target	0.32100
target	0.99618
target	0.20158
target	0.41344
target	0.37491
target	0.23030
target	0.83308
target	0.70874
target	0.55138
target	0.74432
target	0.22437
target	0.85350
target	0.34144
target	0.94449
target	0.74440
target	0.99817
target	0.41322
target	0.51466
target	0.45713
target	0.49250
target	0.19644
target	0.78239
target	0.63193
target	0.42523
target	0.58682
target	0.46662
target	0.50456
target	0.53551
target	0.02004
target	0.91277
target	0.00493
target	0.51229
target	0.41882
target	0.77247
target	0.40391
target	0.17064
target	0.10715
target	0.30339
target	0.44961
target	0.36551
target	0.00091
target	0.00306
target	0.65597
target	0.44032
target	0.06822
target	0.01676
target	0.84960
target	0.47774
